time,livetime,counts,countrate
2018-09-28T18:49:12.000,0.6635486812059249,100,150.7048432652466
2018-09-28T18:49:13.000,0.6870817724183993,91,132.44420628376886
2018-09-28T18:49:14.000,0.692350916177849,94,135.76930109218424
2018-09-28T18:49:15.000,0.69174889989105,93,134.44184734467584
2018-09-28T18:49:16.000,0.7185171637886232,85,118.29919211923755
2018-09-28T18:49:17.000,0.6718688246891623,105,156.28050616662838
2018-09-28T18:49:18.000,0.6974884569460519,95,136.20297089353537
2018-09-28T18:49:19.000,0.6594738123146204,98,148.60332308881183
2018-09-28T18:49:20.000,0.7128542254960366,88,123.44739899488647
2018-09-28T18:49:21.000,0.6990759523909844,93,133.03275514187087
2018-09-28T18:49:22.000,0.6887828841672009,92,133.5689403943829
2018-09-28T18:49:23.000,0.675800717177695,86,127.25644974032659
2018-09-28T18:49:24.000,0.7044861198138699,94,133.43059196799427
2018-09-28T18:49:25.000,0.7145922648337315,82,114.7507523315823
2018-09-28T18:49:26.000,0.640580070291091,113,176.40261575520262
2018-09-28T18:49:27.000,0.6883864699983915,89,129.28784030314827
2018-09-28T18:49:28.000,0.681317260245772,98,143.83900969226642
2018-09-28T18:49:29.000,0.6735949435618321,106,157.3646016988989
2018-09-28T18:49:30.000,0.6595727875794462,113,171.32301715280977
2018-09-28T18:49:31.000,0.6804362745651851,106,155.78240602727496
2018-09-28T18:49:32.000,0.6834208505430966,93,136.0801326533941
2018-09-28T18:49:33.000,0.735061087072267,80,108.83449199934978
2018-09-28T18:49:34.000,0.7205958639238147,88,122.12115612323836
2018-09-28T18:49:35.000,0.698720204764062,87,124.51335943459289
2018-09-28T18:49:36.000,0.6635411878575165,101,152.2136106216935
2018-09-28T18:49:37.000,0.7087716963605406,84,118.51489052304167
2018-09-28T18:49:38.000,0.7001367347202727,93,132.83119623362788
2018-09-28T18:49:39.000,0.6896630989318143,89,129.0485167871788
2018-09-28T18:49:40.000,0.7296188320710422,76,104.16397803805586
2018-09-28T18:49:41.000,0.6888295595987068,100,145.17379314885565
2018-09-28T18:49:42.000,0.6871856119368434,95,138.2450364934752
2018-09-28T18:49:43.000,0.7088288983929882,89,125.55921492729082
2018-09-28T18:49:44.000,0.6947190935521724,89,128.1093334356676
2018-09-28T18:49:45.000,0.695229907449279,101,145.2756835081473
2018-09-28T18:49:46.000,0.6834221874687721,94,137.5430908208481
2018-09-28T18:49:47.000,0.7048764578795361,88,124.84457243008002
2018-09-28T18:49:48.000,0.7278537275755848,85,116.78170596601511
2018-09-28T18:49:49.000,0.685504385324521,91,132.7489684211432
2018-09-28T18:49:50.000,0.7026475560326523,83,118.12465479655488
2018-09-28T18:49:51.000,0.6778368179796551,98,144.5775699999545
2018-09-28T18:49:52.000,0.7162616352140724,91,127.04854696399092
2018-09-28T18:49:53.000,0.698796450270414,92,131.65493322754955
2018-09-28T18:49:54.000,0.6998179210338359,88,125.74699411812468
2018-09-28T18:49:55.000,0.6763344590324022,101,149.3343990553071
2018-09-28T18:49:56.000,0.6780594957932813,98,144.5300900702629
2018-09-28T18:49:57.000,0.7184216793891739,91,126.66655616151678
2018-09-28T18:49:58.000,0.6897409737569935,92,133.38340551073748
2018-09-28T18:49:59.000,0.7113950204268572,91,127.91767918954145
2018-09-28T18:50:00.000,0.6691973512349164,99,147.93842177843115
2018-09-28T18:50:01.000,0.6872525642786085,94,136.77649947900798
2018-09-28T18:50:02.000,0.6781047862674559,104,153.3686269528566
2018-09-28T18:50:03.000,0.6912218772369211,92,133.09763916581934
2018-09-28T18:50:04.000,0.6649072873893652,104,156.41278411661972
2018-09-28T18:50:05.000,0.6958453198026066,103,148.02140226971486
2018-09-28T18:50:06.000,0.6660582922060428,98,147.13426909740213
2018-09-28T18:50:07.000,0.6722455022997997,104,154.7053861189232
2018-09-28T18:50:08.000,0.6910741745614379,90,130.23204065918804
2018-09-28T18:50:09.000,0.6885592662032282,97,140.87385757636505
2018-09-28T18:50:10.000,0.716671890949363,90,125.5804799052165
2018-09-28T18:50:11.000,0.6797169507793043,96,141.23525960318446
2018-09-28T18:50:12.000,0.7124135958095849,92,129.13846751542053
2018-09-28T18:50:13.000,0.6745365564795746,0,0.0
